Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,2,multiple choice,9 AM and 12 PM,9am12pm,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,3,multiple choice,12 PM and 3 PM,12pm3pm,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,4,multiple choice,3 PM and 6 PM,3pm6pm,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,5,multiple choice,6 PM and 9 PM,6pm9pm,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,6,multiple choice,9 PM and 12 AM,9pm12am,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,7,multiple choice,12 AM and  3 AM,12am3am,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,8,multiple choice,3 AM and 6 AM,3am6am,,,,,,166,1,,,
171,1,Details about your symptoms,I am experiencing these problems during the day especially between (check all that apply):,period_of_the_day ,phantogeusia,9,multiple choice,I do not know ,do_not_know,,,,,,166,1,,,
172,1,Details about your symptoms,How frequently do you experience these phantom perception of taste?,Time,phantogeusia,1,,Please indicate a number and a time unit (e.g. 3 months or 15 minutes). I experience that every:,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,166,1,,,
173,1,Details about your symptoms,How long ago did this problem start? ,Onset_date,phantogeusia,1,,Please enter a number and a time unit (e.g. 2 years or 3 months):,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,166,1,,,
174,1,Details about your symptoms,How fast was the onset?,onset_speed,phantogeusia,1,single choice,Progressively,progressive,,,,,,166,1,,,
174,1,Details about your symptoms,How fast was the onset?,onset_speed,phantogeusia,2,single choice,Suddenly,sudden,,,,,,166,1,,,
174,1,Details about your symptoms,How fast was the onset?,onset_speed,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,,166,1,,,
175,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,phantogeusia,1,single choice,Both sides,bilateral,,,,,,166,1,,,
175,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,phantogeusia,2,single choice,Left side,unilateral_left,,,,,,166,1,,,
175,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,phantogeusia,3,single choice,Right side,unilateral_right,,,,,,166,1,,,
175,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,,166,1,,,
176,1,Details about your symptoms,How has the phantom taste changed since the beginning?,Evolution,phantogeusia,1,single choice,No change,no_change,,,,,,166,1,,,
176,1,Details about your symptoms,How has the phantom taste changed since the beginning?,Evolution,phantogeusia,2,single choice,Better,better,,,,,,166,1,,,
176,1,Details about your symptoms,How has the phantom taste changed since the beginning?,Evolution,phantogeusia,3,single choice,Worse,worse,,,,,,166,1,,,
176,1,Details about your symptoms,How has the phantom taste changed since the beginning?,Evolution,phantogeusia,4,single choice,Do not know ,do_not_know,,,,,,166,1,,,
177,1,Details about your symptoms,How does this problem affect your quality of life?,effect_on_quality_of_life,phantogeusia,1,,Please use a scale ranging from 1 (not at all) to 10 (very badly):,integer,range,,1 10,,,166,1,,,
178,1,Details about your symptoms,What makes the phantom taste worse? ,Exacerbating_factors,phantogeusia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,166,1,,,
179,1,Details about your symptoms,What makes the phantom taste worse? ,Allievating_factors,phantogeusia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,166,1,,,
180,19,Details about your symptoms,There is an unusual taste in my mouth and it is triggered by something (e.g. saliva - food - beverage - other),,parageusia,1,single choice,Yes,,,,,,,,,,,
180,19,Details about your symptoms,There is an unusual taste in my mouth and it is triggered by something (e.g. saliva - food - beverage - other),,parageusia,2,single choice,No,,,,,,,,,,,
181,1,Details about your symptoms,Please describe what triggers this unusual taste? ,,parageusia triggers,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,180,1,,,
182,1,Details about your symptoms,How pleasant is the unusual taste? ,,parageusia pleasantness,1,,Please use a scale ranging from 1 (very unpleasant) to 10 (very pleasant):,,range,,1 10,,,180,1,,,
183,1,Details about your symptoms,How intense is the unusual taste?,,parageusia intensity,1,,Please use a scale ranging from 1 (very weak) to 10 (very intense):,,range,,1 10,,,180,1,,,
184,1,Details about your symptoms,How familiar is the unusual taste?,,parageusia familiarity,1,,Please use a scale ranging from 1 (very unfamiliar) to 10 (very familiar):,,range,,1 10,,,180,1,,,
185,1,Details about your symptoms,Please describe the unusual taste?,quality_descriptor ,parageusia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,1,single choice,6 AM and 9 AM,6am9am,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,2,single choice,9 AM and 12 PM,9am12pm,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,3,single choice,12 PM and 3 PM,12pm3pm,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,4,single choice,3 PM and 6 PM,3pm6pm,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,5,single choice,6 PM and 9 PM,6pm9pm,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,6,single choice,9 PM and 12 AM,9pm12am,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,7,single choice,12 AM and  3 AM,12am3am,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,8,single choice,3 AM and 6 AM,3am6am,,,,,,180,1,,,
186,1,Details about your symptoms,I am experiencing this during the day especially between (check all that apply):,period_of_the_day ,parageusia,9,single choice,I do not know ,do_not_know,,,,,,180,1,,,
187,1,Details about your symptoms,How frequently do you experience these triggered and unusual perceptions of taste ? ,Time,parageusia,1,,Please indicate a number and a time unit (e.g. 3 months or 15 minutes). I experience that every:,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,180,1,,,
188,1,Details about your symptoms,How long ago did this problem start? ,Onset_date,parageusia,1,,Please enter a number and a time unit (e.g. 2 years or 3 months):,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,180,1,,,
189,1,Details about your symptoms,How fast was the onset?,onset_speed,parageusia,1,single choice,Progressively,progressive,,,,,,180,1,,,
189,1,Details about your symptoms,How fast was the onset?,onset_speed,parageusia,2,single choice,Suddenly,sudden,,,,,,180,1,,,
189,1,Details about your symptoms,How fast was the onset?,onset_speed,parageusia,4,single choice,Do not know ,do_not_know,,,,,,180,1,,,
190,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,parageusia,1,single choice,Both sides,bilateral,,,,,,180,1,,,
190,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,parageusia,2,single choice,Left side,unilateral_left,,,,,,180,1,,,
190,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,parageusia,3,single choice,Right side,unilateral_right,,,,,,180,1,,,
190,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue or mouth? ,laterality,parageusia,4,single choice,Do not know ,do_not_know,,,,,,180,1,,,
191,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,parageusia,1,single choice,No change,no_change,,,,,,180,1,,,
191,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,parageusia,2,single choice,Better,better,,,,,,180,1,,,
191,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,parageusia,3,single choice,Worse,worse,,,,,,180,1,,,
191,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,parageusia,4,single choice,Do not know ,do_not_know,,,,,,180,1,,,
192,1,Details about your symptoms,How does this problem affect your quality of life?,effect_on_quality_of_life,parageusia,1,,Please use a scale ranging from 1 (not at all) to 10 (very badly):,integer,range,,1 10,,,180,1,,,
193,1,Details about your symptoms,What makes your distorted perception of tastes worse? ,Exacerbating_factors,parageusia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,180,1,,,
194,1,Details about your symptoms,What makes your distorted perception of tastes better? ,Allievating_factors,parageusia,1,,Please describe it here (if you do not know please enter 0): ,,text,,,,,180,1,,,
195,20,Details about your symptoms,When I touch my tongue or some part of my oral cavity - it triggers an unusual taste,,tactile_dysgeusia,1,single choice,Yes,,,,,,,,,,,
195,20,Details about your symptoms,When I touch my tongue or some part of my oral cavity - it triggers an unusual taste,,tactile_dysgeusia,2,single choice,No,,,,,,,,,,,
196,1,Details about your symptoms,How long ago did this problem start? ,Onset_date,tactile_dysgeusia,1,,Please enter a number and a time unit (e.g. 2 years ago / 3 months ago):,,integer_and_timeunit,second(s)**minutes(s)**hour(s)**day(s)**week(s)**month(s)**year(s),,,,195,1,,,
197,1,Details about your symptoms,How fast was the onset?,onset_speed,tactile_dysgeusia,1,single choice,Progressively,progressive,,,,,,195,1,,,
197,1,Details about your symptoms,How fast was the onset?,onset_speed,tactile_dysgeusia,2,single choice,Suddenly,sudden,,,,,,195,1,,,
197,1,Details about your symptoms,How fast was the onset?,onset_speed,tactile_dysgeusia,4,single choice,Do not know ,do_not_know,,,,,,195,1,,,
198,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue? ,laterality,tactile_dysgeusia,1,single choice,Both sides,bilateral,,,,,,195,1,,,
198,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue? ,laterality,tactile_dysgeusia,2,single choice,Left side,unilateral_left,,,,,,195,1,,,
198,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue? ,laterality,tactile_dysgeusia,3,single choice,Right side,unilateral_right,,,,,,195,1,,,
198,1,Details about your symptoms,Are you experiencing this problem on one or both sides of the tongue? ,laterality,tactile_dysgeusia,4,single choice,Do not know ,do_not_know,,,,,,195,1,,,
199,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,tactile_dysgeusia,1,single choice,No change,no_change,,,,,,195,1,,,
199,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,tactile_dysgeusia,2,single choice,Better,better,,,,,,195,1,,,
199,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,tactile_dysgeusia,3,single choice,Worse,worse,,,,,,195,1,,,
199,1,Details about your symptoms,How has the situation changed since the beginning?,Evolution,tactile_dysgeusia,4,single choice,Do not know ,do_not_know,,,,,,195,1,,,
200,1,Details about your symptoms,How does this problem affect your quality of life?,effect_on_quality_of_life,tactile_dysgeusia,1,,Please use a scale ranging from 1 (not at all) to 10 (very badly):,integer,range,,1 10,,,195,1,,,
