Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,4,multiple choice,micropenis,micropenis,,,,,191,1,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,5,multiple choice,infertility,infertility,,,,,191,1,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,6,multiple choice,my heart is beating on the right side of my chest,dextrocardia,,,,,191,1,,,
192,1,Characteristic event,Do you suffer from any of these issues? ,characteristic_events,kallmann_syndrome kartagener_syndrome,6,multiple choice,none,none,,,,,191,1,,,
193,1,Characteristic event,Have you ever been hospitalized or treated in an emergency room following an injury to your head ? Think about any childhood injuries you remember or were told about. ,characteristic_events,0-10_years_old hospitalization head_trauma,1,single choice,yes,,,,,,191,1,,,
193,1,Characteristic event,Have you ever been hospitalized or treated in an emergency room following an injury to your head ? Think about any childhood injuries you remember or were told about. ,characteristic_events,0-10_years_old hospitalization head_trauma,2,single choice,no,,,,,,191,1,,,
194,1,Characteristic event,When did the head injury occur? ,characteristic_events  Onset_date ,post-traumatic_olfactory_loss post_traumatic_taste_dysfunction,1,,It approximately started on:,,datetime,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,1,multiple choice,fall,fall,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,2,multiple choice,car or other moving vehicule accident (e.g. motorcycle),car_or_other_moving_vehicule_accident,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,3,multiple choice, being hit by something ,being_hit_by_something,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,4,multiple choice, playing sports or on the playground,playing_sports_or_on_the_playground,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,5,multiple choice, fight or from being hit by someone,fight_or_from_being_hit_by_someone,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,6,multiple choice,gun shot,gun_shot,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,7,multiple choice,explosion or a blast ,explosion_or_a_blast,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,8,multiple choice,military combat- or training-related incidents,military_combat-_or_training-related_incidents,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,9,multiple choice,I Do not know ,do_not_know,,,,,191,2,,,
195,1,Characteristic event,How did you injured your head? ,characteristic_events action,head_trauma,10,multiple choice,other,other,,,,,191,2,,,
196,1,Characteristic event,Have you  been hospitalized?,characteristic_events,head_trauma hospitalization,1,single choice,yes,,,,,,191,2,,,
196,1,Characteristic event,Have you  been hospitalized?,characteristic_events,head_trauma hospitalization,2,single choice,no,,,,,,191,2,,,
197,1,Characteristic event,Were you knocked out or did you lose consciousness?,characteristic_events,head_trauma loss_of_consciousness,1,single choice,yes,,,,,,191,2,,,
197,1,Characteristic event,Were you knocked out or did you lose consciousness?,characteristic_events,head_trauma loss_of_consciousness,2,single choice,no,,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events localization_descriptors,head_trauma,1,multiple choice,back ,occipital,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events,,2,multiple choice,front ,frontal,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events,,3,multiple choice,right side,right parietal temporal,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events,,4,multiple choice,left side,left parietal temporal,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events,,5,multiple choice,top,superior,,,,,191,2,,,
198,1,Characteristic event,Where was the head impact located? ,characteristic_events,,6,multiple choice,Do not know ,do_not_know,,,,,191,2,,,
199,1,Characteristic event,All the other symptoms like fever or nasal blockage or runny nose are now resolved except for except my sense of smell and or taste,characteristic_events,postinfectious_olfactory_loss,1,single choice,yes,,,,,,191,3,,,
199,1,Characteristic event,All the other symptoms like fever or nasal blockage or runny nose are now resolved except for except my sense of smell and or taste,characteristic_events,postinfectious_olfactory_loss,2,single choice,no,,,,,,191,3,,,
200,1,Characteristic event,With my smell or taste problem - I have a runny nose and nasal blockage.,characteristic_events,acute_rhinosinusitis chronic_rhinosinusitis_with_nasal_polyposis chronic_rhinosinusitis_without_polyps ,1,single choice,yes,,,,,,191,3,,,
200,1,Characteristic event,With my smell or taste problem - I have a runny nose and nasal blockage.,characteristic_events,acute_rhinosinusitis chronic_rhinosinusitis_with_nasal_polyposis chronic_rhinosinusitis_without_polyps ,2,single choice,no,,,,,,191,3,,,
201,1,Characteristic event,All the other symptoms resolved like fever or nasal blockage or runny nose except my sense of smell and or taste,characteristic_events,postinfectious_olfactory_loss,1,single choice,yes,,,,,,191,4,,,
201,1,Characteristic event,All the other symptoms resolved like fever or nasal blockage or runny nose except my sense of smell and or taste,characteristic_events,postinfectious_olfactory_loss,2,single choice,no,,,,,,191,4,,,
202,1,Characteristic event,With my smell or taste problem I have a runny nose and nasal blockage.,characteristic_events,acute_rhinosinusitis chronic_rhinosinusitis_with_nasal_polyposis chronic_rhinosinusitis_without_polyps ,1,single choice,yes,,,,,,191,4,,,
202,1,Characteristic event,With my smell or taste problem I have a runny nose and nasal blockage.,characteristic_events,acute_rhinosinusitis chronic_rhinosinusitis_with_nasal_polyposis chronic_rhinosinusitis_without_polyps ,2,single choice,no,,,,,,191,4,,,
203,1,Characteristic event,Over the past year - have you suffered from severe headaches? ,characteristic_events,headache migraine,1,single choice,yes,,,,,,191,5,,,
203,1,Characteristic event,Over the past year - have you suffered from severe headaches? ,characteristic_events,headache migraine,2,single choice,no,,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,1,multiple choice,Nausea,nausea,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,2,multiple choice,Vomiting,vomiting,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,3,multiple choice,One side of head only,unilateral_left unilateral_right,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,4,multiple choice,Pulsating / throbbing headaches,throbbing pulsating,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,5,multiple choice,Pain-free intervals of days or weeks between severe headache attacks,symptom_free_interval,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,6,multiple choice,Sensitivity to light,hypersensitivity_to_light,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,7,multiple choice,Sensitivity to noise,hypersensitivity_to_noise,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,8,multiple choice,Blurring of vision,blurred_central_vision,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,9,multiple choice,Seeing shimmering lights or circles or  other shapes or colors before the headache starts,visual_aura,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,10,multiple choice,Numbness of lips or tongue or fingers or legs before the headache starts,paresthesia,,,,,191,5,,,
204,1,Characteristic event,When you have a severe headache - do you experience any of the following? ,characteristic_events non-chemosensory_signs_symptoms_and_imaging_findings,migraine ,11,multiple choice,none,none,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,1,multiple choice,Tension headaches,Tension_headaches,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,2,multiple choice,Sinus headaches,sensation_of_pressure maxillary_sinus frontal_sinus head,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,3,multiple choice,Cluster headaches ,cluster_headache,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,4,multiple choice,Stress headaches ,headache,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,5,multiple choice,Sick headaches,upper_respiratory_tract_infection,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,6,multiple choice,Migraine headaches,migraine,,,,,191,5,,,
205,1,Characteristic event,Have you ever been diagnosed by a physician or other health professional as suffering from ?,characteristic_events diagnosis_name healthcare_providers,migraine ,7,multiple choice,none,none,,,,,191,5,,,
